window,strategy,metric,variable,episode_id,seg_start,seg_end,seg_length,stat_max
4H,golden,mannwhitney,var_3,11,2025-01-09 00:00:00,2025-01-09 04:00:00,0 days 04:00:00,0.5629668049792531
4H,golden,mannwhitney,var_3,12,2025-01-09 16:00:00,2025-01-09 20:00:00,0 days 04:00:00,0.5957053941908713
4H,golden,mannwhitney,var_3,13,2025-01-10 04:00:00,2025-01-10 08:00:00,0 days 04:00:00,0.5667358229598893
4H,golden,mannwhitney,var_3,14,2025-01-10 20:00:00,2025-01-11 00:00:00,0 days 04:00:00,0.5971092669432918
4H,golden,mannwhitney,var_3,15,2025-01-12 12:00:00,2025-01-12 16:00:00,0 days 04:00:00,0.5521196403872752
4H,golden,mannwhitney,var_3,16,2025-01-13 00:00:00,2025-01-13 08:00:00,0 days 08:00:00,0.5748132780082987
4H,golden,mannwhitney,var_3,17,2025-01-14 08:00:00,2025-01-14 12:00:00,0 days 04:00:00,0.5504149377593361
4H,golden,mannwhitney,var_4,1,2025-01-03 00:00:00,2025-01-03 04:00:00,0 days 04:00:00,0.581597510373444
4H,golden,mannwhitney,var_4,2,2025-01-03 08:00:00,2025-01-03 12:00:00,0 days 04:00:00,0.6418983402489626
4H,golden,mannwhitney,var_4,3,2025-01-03 16:00:00,2025-01-04 04:00:00,0 days 12:00:00,0.5834405255878284
4H,golden,mannwhitney,var_4,4,2025-01-04 08:00:00,2025-01-05 04:00:00,0 days 20:00:00,0.5931569847856155
4H,golden,mannwhitney,var_4,5,2025-01-05 20:00:00,2025-01-06 00:00:00,0 days 04:00:00,0.6194260027662517
4H,golden,mannwhitney,var_4,6,2025-01-06 16:00:00,2025-01-07 00:00:00,0 days 08:00:00,0.6118706777316736
4H,golden,mannwhitney,var_4,7,2025-01-10 00:00:00,2025-01-10 04:00:00,0 days 04:00:00,0.5567911479944675
4H,golden,mannwhitney,var_4,8,2025-01-14 20:00:00,2025-01-15 08:00:00,0 days 12:00:00,0.6671023513139696
4H,golden,mannwhitney,var_4,9,2025-01-15 12:00:00,2025-01-15 16:00:00,0 days 04:00:00,0.5587517289073306
4H,golden,mannwhitney,var_4,10,2025-01-20 08:00:00,2025-01-20 20:00:00,0 days 12:00:00,0.6028042876901798
4H,golden,mannwhitney,var_5,1,2025-01-01 04:00:00,2025-01-01 12:00:00,0 days 08:00:00,0.5843326417704011
4H,golden,mannwhitney,var_5,2,2025-01-02 08:00:00,2025-01-02 12:00:00,0 days 04:00:00,0.5773789764868603
4H,golden,mannwhitney,var_5,3,2025-01-02 20:00:00,2025-01-03 00:00:00,0 days 04:00:00,0.5744778699861688
4H,golden,mannwhitney,var_5,4,2025-01-04 04:00:00,2025-01-04 08:00:00,0 days 04:00:00,0.5671127247579529
4H,golden,mannwhitney,var_5,5,2025-01-04 20:00:00,2025-01-05 00:00:00,0 days 04:00:00,0.5661549100968188
4H,golden,mannwhitney,var_5,6,2025-01-05 04:00:00,2025-01-05 08:00:00,0 days 04:00:00,0.6337275242047026
4H,golden,mannwhitney,var_5,7,2025-01-05 16:00:00,2025-01-05 20:00:00,0 days 04:00:00,0.5604460580912863
4H,golden,mannwhitney,var_5,8,2025-01-06 12:00:00,2025-01-06 20:00:00,0 days 08:00:00,0.6097372060857538
4H,golden,mannwhitney,var_5,9,2025-01-07 04:00:00,2025-01-07 08:00:00,0 days 04:00:00,0.5703250345781467
4H,golden,mannwhitney,var_5,10,2025-01-08 12:00:00,2025-01-08 16:00:00,0 days 04:00:00,0.5614384508990318
4H,golden,mannwhitney,var_5,11,2025-01-09 16:00:00,2025-01-09 20:00:00,0 days 04:00:00,0.6366113416320885
4H,golden,mannwhitney,var_5,12,2025-01-10 00:00:00,2025-01-10 08:00:00,0 days 08:00:00,0.638246887966805
4H,golden,mannwhitney,var_5,13,2025-01-10 16:00:00,2025-01-11 00:00:00,0 days 08:00:00,0.5824412171507607
4H,golden,mannwhitney,var_5,14,2025-01-11 04:00:00,2025-01-11 08:00:00,0 days 04:00:00,0.5507952973720609
4H,golden,mannwhitney,var_5,15,2025-01-12 16:00:00,2025-01-12 20:00:00,0 days 04:00:00,0.5572648686030429
4H,golden,mannwhitney,var_5,16,2025-01-13 08:00:00,2025-01-13 12:00:00,0 days 04:00:00,0.5608402489626556
4H,golden,mannwhitney,var_5,17,2025-01-14 00:00:00,2025-01-14 04:00:00,0 days 04:00:00,0.5553492392807745
4H,golden,mannwhitney,var_5,18,2025-01-14 12:00:00,2025-01-14 16:00:00,0 days 04:00:00,0.6043153526970955
4H,golden,mannwhitney,var_5,19,2025-01-14 20:00:00,2025-01-15 00:00:00,0 days 04:00:00,0.6511099585062241
4H,golden,mannwhitney,var_5,20,2025-01-15 04:00:00,2025-01-15 12:00:00,0 days 08:00:00,0.6140421853388658
4H,golden,mannwhitney,var_5,21,2025-01-18 16:00:00,2025-01-18 20:00:00,0 days 04:00:00,0.5770124481327801
4H,golden,mannwhitney,var_5,22,2025-01-19 08:00:00,2025-01-19 12:00:00,0 days 04:00:00,0.6329944674965422
4H,golden,mannwhitney,var_5,23,2025-01-19 16:00:00,2025-01-20 00:00:00,0 days 08:00:00,0.5651486860304288
4H,golden,mannwhitney,var_5,24,2025-01-20 04:00:00,2025-01-20 08:00:00,0 days 04:00:00,0.6309301521438451
4H,golden,mannwhitney,var_6,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.5917407626951195
4H,golden,mannwhitney,var_6,2,2025-01-06 16:00:00,2025-01-06 20:00:00,0 days 04:00:00,0.5592427385892116
4H,golden,mannwhitney,var_6,3,2025-01-08 04:00:00,2025-01-08 08:00:00,0 days 04:00:00,0.6013001383125864
4H,golden,mannwhitney,var_6,4,2025-01-09 04:00:00,2025-01-09 08:00:00,0 days 04:00:00,0.5556639004149377
4H,golden,mannwhitney,var_6,5,2025-01-09 16:00:00,2025-01-09 20:00:00,0 days 04:00:00,0.556365836791148
4H,golden,mannwhitney,var_6,6,2025-01-10 12:00:00,2025-01-10 16:00:00,0 days 04:00:00,0.5998201936376211
4H,golden,mannwhitney,var_6,7,2025-01-11 00:00:00,2025-01-11 04:00:00,0 days 04:00:00,0.5945228215767635
4H,golden,mannwhitney,var_6,8,2025-01-13 12:00:00,2025-01-13 16:00:00,0 days 04:00:00,0.5842116182572614
4H,golden,mannwhitney,var_6,9,2025-01-14 08:00:00,2025-01-14 12:00:00,0 days 04:00:00,0.5582434301521438
4H,golden,mannwhitney,var_6,10,2025-01-15 04:00:00,2025-01-15 08:00:00,0 days 04:00:00,0.5702524204702628
4H,golden,mannwhitney,var_6,11,2025-01-15 16:00:00,2025-01-16 00:00:00,0 days 08:00:00,0.5621092669432919
4H,golden,mannwhitney,var_6,12,2025-01-20 16:00:00,2025-01-20 20:00:00,0 days 04:00:00,0.550439142461964
4H,golden,mannwhitney,var_7,1,2025-01-01 12:00:00,2025-01-01 16:00:00,0 days 04:00:00,0.5959336099585062
4H,golden,mannwhitney,var_7,2,2025-01-02 08:00:00,2025-01-02 12:00:00,0 days 04:00:00,0.5537033195020747
4H,golden,mannwhitney,var_7,3,2025-01-09 08:00:00,2025-01-09 12:00:00,0 days 04:00:00,0.5615179806362379
4H,golden,mannwhitney,var_7,4,2025-01-12 00:00:00,2025-01-12 04:00:00,0 days 04:00:00,0.5735511756569848
4H,golden,mannwhitney,var_7,5,2025-01-12 08:00:00,2025-01-12 12:00:00,0 days 04:00:00,0.5814142461964039
4H,golden,mannwhitney,var_7,6,2025-01-16 04:00:00,2025-01-16 08:00:00,0 days 04:00:00,0.5628146611341632
4H,golden,mannwhitney,var_7,7,2025-01-17 16:00:00,2025-01-18 00:00:00,0 days 08:00:00,0.5703146611341632
4H,golden,mannwhitney,var_7,8,2025-01-18 08:00:00,2025-01-18 12:00:00,0 days 04:00:00,0.6408022130013832
4H,golden,mannwhitney,var_8,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.678271751300797
4H,golden,mannwhitney,var_8,2,2025-01-05 16:00:00,2025-01-05 20:00:00,0 days 04:00:00,0.5761030428769018
4H,golden,mannwhitney,var_8,3,2025-01-06 08:00:00,2025-01-06 12:00:00,0 days 04:00:00,0.5555705394190872
4H,golden,mannwhitney,var_8,4,2025-01-07 08:00:00,2025-01-07 12:00:00,0 days 04:00:00,0.5520643153526971
4H,golden,mannwhitney,var_8,5,2025-01-08 16:00:00,2025-01-08 20:00:00,0 days 04:00:00,0.5650207468879668
4H,golden,mannwhitney,var_8,6,2025-01-09 00:00:00,2025-01-09 04:00:00,0 days 04:00:00,0.5770193637621024
4H,golden,mannwhitney,var_8,7,2025-01-09 16:00:00,2025-01-11 12:00:00,1 days 20:00:00,0.6488035961272476
4H,golden,mannwhitney,var_8,8,2025-01-11 20:00:00,2025-01-12 08:00:00,0 days 12:00:00,0.6079460580912863
4H,golden,mannwhitney,var_8,9,2025-01-12 12:00:00,2025-01-12 20:00:00,0 days 08:00:00,0.5874585062240664
4H,golden,mannwhitney,var_8,10,2025-01-13 12:00:00,2025-01-13 16:00:00,0 days 04:00:00,0.6088831258644537
4H,golden,mannwhitney,var_8,11,2025-01-14 00:00:00,2025-01-14 04:00:00,0 days 04:00:00,0.554484785615491
4H,golden,mannwhitney,var_8,12,2025-01-14 12:00:00,2025-01-14 16:00:00,0 days 04:00:00,0.5547510373443983
4H,golden,mannwhitney,var_8,13,2025-01-15 04:00:00,2025-01-15 08:00:00,0 days 04:00:00,0.5632849239280775
4H,golden,mannwhitney,var_9,1,2025-01-01 12:00:00,2025-01-01 16:00:00,0 days 04:00:00,0.5905152143845089
4H,golden,mannwhitney,var_9,2,2025-01-02 12:00:00,2025-01-02 16:00:00,0 days 04:00:00,0.5962240663900414
4H,golden,mannwhitney,var_9,3,2025-01-02 20:00:00,2025-01-03 00:00:00,0 days 04:00:00,0.6049585062240664
4H,golden,mannwhitney,var_9,4,2025-01-03 04:00:00,2025-01-03 08:00:00,0 days 04:00:00,0.6056051175656985
4H,golden,mannwhitney,var_9,5,2025-01-03 20:00:00,2025-01-04 12:00:00,0 days 16:00:00,0.6655221300138312
4H,golden,mannwhitney,var_9,6,2025-01-04 16:00:00,2025-01-05 00:00:00,0 days 08:00:00,0.5585580912863071
4H,golden,mannwhitney,var_9,7,2025-01-05 12:00:00,2025-01-05 16:00:00,0 days 04:00:00,0.5936894882434302
4H,golden,mannwhitney,var_9,8,2025-01-06 08:00:00,2025-01-06 12:00:00,0 days 04:00:00,0.610024204702628
4H,golden,mannwhitney,var_9,9,2025-01-07 00:00:00,2025-01-07 04:00:00,0 days 04:00:00,0.5752282157676348
4H,golden,mannwhitney,var_9,10,2025-01-14 08:00:00,2025-01-14 12:00:00,0 days 04:00:00,0.5649308437067773
4H,golden,mannwhitney,var_9,11,2025-01-15 00:00:00,2025-01-15 04:00:00,0 days 04:00:00,0.5851625172890733
4H,golden,mannwhitney,var_9,12,2025-01-15 12:00:00,2025-01-15 16:00:00,0 days 04:00:00,0.5577420470262794
4H,golden,mannwhitney,var_9,13,2025-01-15 20:00:00,2025-01-16 00:00:00,0 days 04:00:00,0.6016943291839557
4H,golden,mannwhitney,var_9,14,2025-01-16 04:00:00,2025-01-16 16:00:00,0 days 12:00:00,0.6607849239280774
4H,golden,psi,var_1,1,2025-01-01 16:00:00,2025-01-01 20:00:00,0 days 04:00:00,0.3794004943490746
4H,golden,psi,var_1,2,2025-01-02 04:00:00,2025-01-02 08:00:00,0 days 04:00:00,0.2661471546778449
4H,golden,psi,var_1,3,2025-01-02 16:00:00,2025-01-02 20:00:00,0 days 04:00:00,0.27352176757626245
4H,golden,psi,var_1,4,2025-01-03 00:00:00,2025-01-03 04:00:00,0 days 04:00:00,0.30332721690259534
4H,golden,psi,var_1,5,2025-01-04 04:00:00,2025-01-04 08:00:00,0 days 04:00:00,0.5415572348546505
4H,golden,psi,var_1,6,2025-01-05 00:00:00,2025-01-05 04:00:00,0 days 04:00:00,0.2299818669008496
4H,golden,psi,var_1,7,2025-01-07 08:00:00,2025-01-07 16:00:00,0 days 08:00:00,0.2301878663102613
4H,golden,psi,var_1,8,2025-01-07 20:00:00,2025-01-08 00:00:00,0 days 04:00:00,0.32474878520914474
4H,golden,psi,var_1,9,2025-01-08 04:00:00,2025-01-08 08:00:00,0 days 04:00:00,0.21263328277221621
4H,golden,psi,var_1,10,2025-01-09 12:00:00,2025-01-09 16:00:00,0 days 04:00:00,0.5964085575399874
4H,golden,psi,var_1,11,2025-01-10 00:00:00,2025-01-10 04:00:00,0 days 04:00:00,0.234011047425976
4H,golden,psi,var_1,12,2025-01-10 16:00:00,2025-01-11 00:00:00,0 days 08:00:00,0.24003279284153936
4H,golden,psi,var_1,13,2025-01-11 04:00:00,2025-01-11 08:00:00,0 days 04:00:00,0.2079584308541927
4H,golden,psi,var_1,14,2025-01-11 12:00:00,2025-01-11 16:00:00,0 days 04:00:00,0.22716898397112736
4H,golden,psi,var_1,15,2025-01-12 20:00:00,2025-01-13 00:00:00,0 days 04:00:00,0.2445657300394789
4H,golden,psi,var_1,16,2025-01-13 08:00:00,2025-01-13 16:00:00,0 days 08:00:00,0.47562443745932387
4H,golden,psi,var_1,17,2025-01-13 20:00:00,2025-01-15 00:00:00,1 days 04:00:00,1.3455136745992595
4H,golden,psi,var_1,18,2025-01-15 04:00:00,2025-01-16 04:00:00,1 days 00:00:00,1.7970383376384425
4H,golden,psi,var_1,19,2025-01-17 00:00:00,2025-01-17 04:00:00,0 days 04:00:00,0.21697552810325085
4H,golden,psi,var_1,20,2025-01-18 08:00:00,2025-01-18 12:00:00,0 days 04:00:00,0.27773635933473634
4H,golden,psi,var_1,21,2025-01-19 04:00:00,2025-01-20 08:00:00,1 days 04:00:00,5.825343525093053
4H,golden,psi,var_1,22,2025-01-20 12:00:00,2025-01-20 16:00:00,0 days 04:00:00,0.29958553685039635
4H,golden,psi,var_10,1,2025-01-01 08:00:00,2025-01-01 12:00:00,0 days 04:00:00,0.22219874502267736
4H,golden,psi,var_10,2,2025-01-04 12:00:00,2025-01-04 16:00:00,0 days 04:00:00,0.2774638610502445
4H,golden,psi,var_10,3,2025-01-06 00:00:00,2025-01-06 04:00:00,0 days 04:00:00,0.2856795862011962
4H,golden,psi,var_10,4,2025-01-06 08:00:00,2025-01-11 20:00:00,5 days 12:00:00,8.821942491933234
4H,golden,psi,var_10,5,2025-01-12 00:00:00,2025-01-12 04:00:00,0 days 04:00:00,0.25360587990100253
4H,golden,psi,var_10,6,2025-01-12 08:00:00,2025-01-14 12:00:00,2 days 04:00:00,4.160161645111985
4H,golden,psi,var_10,7,2025-01-14 16:00:00,2025-01-15 00:00:00,0 days 08:00:00,0.4337435660976674
4H,golden,psi,var_10,8,2025-01-16 12:00:00,2025-01-17 20:00:00,1 days 08:00:00,5.482065947974848
4H,golden,psi,var_10,9,2025-01-18 04:00:00,2025-01-18 16:00:00,0 days 12:00:00,2.158314274096539
4H,golden,psi,var_10,10,2025-01-18 20:00:00,2025-01-20 00:00:00,1 days 04:00:00,1.8636031063184362
4H,golden,psi,var_10,11,2025-01-20 04:00:00,2025-01-20 08:00:00,0 days 04:00:00,0.38993171586944964
4H,golden,psi,var_10,12,2025-01-20 12:00:00,2025-01-20 16:00:00,0 days 04:00:00,0.2645194792093159
4H,golden,psi,var_2,1,2025-01-02 20:00:00,2025-01-03 00:00:00,0 days 04:00:00,0.2607206171488853
4H,golden,psi,var_2,2,2025-01-05 04:00:00,2025-01-05 08:00:00,0 days 04:00:00,0.31056987046455037
4H,golden,psi,var_2,3,2025-01-05 12:00:00,2025-01-05 16:00:00,0 days 04:00:00,0.2893335876888206
4H,golden,psi,var_2,4,2025-01-08 04:00:00,2025-01-08 08:00:00,0 days 04:00:00,0.328577739306578
4H,golden,psi,var_2,5,2025-01-10 12:00:00,2025-01-11 04:00:00,0 days 16:00:00,0.5937636196425037
4H,golden,psi,var_2,6,2025-01-11 12:00:00,2025-01-11 16:00:00,0 days 04:00:00,0.25816682233088417
4H,golden,psi,var_2,7,2025-01-12 12:00:00,2025-01-12 16:00:00,0 days 04:00:00,0.22494917015907948
4H,golden,psi,var_2,8,2025-01-14 04:00:00,2025-01-14 08:00:00,0 days 04:00:00,0.24389287161724701
4H,golden,psi,var_2,9,2025-01-14 12:00:00,2025-01-14 16:00:00,0 days 04:00:00,0.24198247580781762
4H,golden,psi,var_2,10,2025-01-14 20:00:00,2025-01-15 04:00:00,0 days 08:00:00,0.34123372668015994
4H,golden,psi,var_2,11,2025-01-16 00:00:00,2025-01-19 00:00:00,3 days 00:00:00,6.032259559128275
4H,golden,psi,var_2,12,2025-01-19 08:00:00,2025-01-19 12:00:00,0 days 04:00:00,0.2438965559850744
4H,golden,psi,var_2,13,2025-01-20 04:00:00,2025-01-20 08:00:00,0 days 04:00:00,0.22636300946453564
4H,golden,psi,var_2,14,2025-01-20 16:00:00,2025-01-20 20:00:00,0 days 04:00:00,0.281557067953194
4H,golden,psi,var_3,1,2025-01-01 08:00:00,2025-01-01 12:00:00,0 days 04:00:00,0.23690766735177332
4H,golden,psi,var_3,2,2025-01-02 08:00:00,2025-01-02 12:00:00,0 days 04:00:00,0.3471915531438267
4H,golden,psi,var_3,3,2025-01-02 16:00:00,2025-01-02 20:00:00,0 days 04:00:00,0.2608012303391679
4H,golden,psi,var_3,4,2025-01-05 00:00:00,2025-01-05 12:00:00,0 days 12:00:00,1.3485329780911173
4H,golden,psi,var_3,5,2025-01-05 16:00:00,2025-01-05 20:00:00,0 days 04:00:00,0.21610191400323034
4H,golden,psi,var_3,6,2025-01-06 00:00:00,2025-01-06 04:00:00,0 days 04:00:00,0.26685872822081225
4H,golden,psi,var_3,7,2025-01-06 20:00:00,2025-01-07 00:00:00,0 days 04:00:00,0.27084193518259037
4H,golden,psi,var_3,8,2025-01-07 04:00:00,2025-01-07 08:00:00,0 days 04:00:00,0.21905186682661038
4H,golden,psi,var_3,9,2025-01-07 20:00:00,2025-01-08 04:00:00,0 days 08:00:00,0.49902921164796643
4H,golden,psi,var_3,10,2025-01-09 16:00:00,2025-01-09 20:00:00,0 days 04:00:00,0.5871263559727569
4H,golden,psi,var_3,11,2025-01-10 12:00:00,2025-01-10 16:00:00,0 days 04:00:00,0.30560093492764384
4H,golden,psi,var_3,12,2025-01-10 20:00:00,2025-01-11 00:00:00,0 days 04:00:00,0.42212880746268777
4H,golden,psi,var_3,13,2025-01-11 08:00:00,2025-01-11 12:00:00,0 days 04:00:00,0.2209321327272053
4H,golden,psi,var_3,14,2025-01-13 00:00:00,2025-01-13 04:00:00,0 days 04:00:00,0.30086533808990035
4H,golden,psi,var_3,15,2025-01-14 16:00:00,2025-01-15 08:00:00,0 days 16:00:00,0.35767216617487474
4H,golden,psi,var_3,16,2025-01-15 12:00:00,2025-01-16 00:00:00,0 days 12:00:00,0.7418097590949899
4H,golden,psi,var_3,17,2025-01-16 04:00:00,2025-01-20 00:00:00,3 days 20:00:00,1.8936657784528668
4H,golden,psi,var_3,18,2025-01-20 04:00:00,2025-01-20 20:00:00,0 days 16:00:00,3.400705341085782
4H,golden,psi,var_4,1,2025-01-02 04:00:00,2025-01-02 08:00:00,0 days 04:00:00,0.20915289321534053
4H,golden,psi,var_4,2,2025-01-03 08:00:00,2025-01-03 12:00:00,0 days 04:00:00,0.4313396208537046
4H,golden,psi,var_4,3,2025-01-05 20:00:00,2025-01-06 00:00:00,0 days 04:00:00,0.4635117400205206
4H,golden,psi,var_4,4,2025-01-06 16:00:00,2025-01-07 00:00:00,0 days 08:00:00,0.2657394738043087
4H,golden,psi,var_4,5,2025-01-08 04:00:00,2025-01-08 08:00:00,0 days 04:00:00,0.27490460749793155
4H,golden,psi,var_4,6,2025-01-10 00:00:00,2025-01-10 04:00:00,0 days 04:00:00,0.20693643899573563
4H,golden,psi,var_4,7,2025-01-10 08:00:00,2025-01-10 12:00:00,0 days 04:00:00,0.279033046622251
4H,golden,psi,var_4,8,2025-01-10 16:00:00,2025-01-13 08:00:00,2 days 16:00:00,3.882310889338787
4H,golden,psi,var_4,9,2025-01-14 04:00:00,2025-01-14 12:00:00,0 days 08:00:00,0.6195501142346492
4H,golden,psi,var_4,10,2025-01-14 16:00:00,2025-01-15 08:00:00,0 days 16:00:00,0.3587096156940676
4H,golden,psi,var_4,11,2025-01-15 16:00:00,2025-01-17 00:00:00,1 days 08:00:00,6.951394588470657
4H,golden,psi,var_4,12,2025-01-17 12:00:00,2025-01-19 00:00:00,1 days 12:00:00,10.628028808556339
4H,golden,psi,var_4,13,2025-01-19 04:00:00,2025-01-20 08:00:00,1 days 04:00:00,11.484267667742882
4H,golden,psi,var_5,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.2495346685112903
4H,golden,psi,var_5,2,2025-01-02 08:00:00,2025-01-02 12:00:00,0 days 04:00:00,0.2043039263510544
4H,golden,psi,var_5,3,2025-01-04 00:00:00,2025-01-04 04:00:00,0 days 04:00:00,0.26097249052300736
4H,golden,psi,var_5,4,2025-01-05 04:00:00,2025-01-05 08:00:00,0 days 04:00:00,0.5229131436640613
4H,golden,psi,var_5,5,2025-01-06 16:00:00,2025-01-06 20:00:00,0 days 04:00:00,0.26134886565826443
4H,golden,psi,var_5,6,2025-01-07 20:00:00,2025-01-08 00:00:00,0 days 04:00:00,0.26273357871717495
4H,golden,psi,var_5,7,2025-01-09 08:00:00,2025-01-09 12:00:00,0 days 04:00:00,0.21927385599566135
4H,golden,psi,var_5,8,2025-01-09 16:00:00,2025-01-09 20:00:00,0 days 04:00:00,0.2916478109815037
4H,golden,psi,var_5,9,2025-01-10 00:00:00,2025-01-10 04:00:00,0 days 04:00:00,0.3302124942112403
4H,golden,psi,var_5,10,2025-01-10 16:00:00,2025-01-10 20:00:00,0 days 04:00:00,0.21726239289005816
4H,golden,psi,var_5,11,2025-01-11 08:00:00,2025-01-11 12:00:00,0 days 04:00:00,0.20216721604438967
4H,golden,psi,var_5,12,2025-01-13 12:00:00,2025-01-13 16:00:00,0 days 04:00:00,0.2598327363435539
4H,golden,psi,var_5,13,2025-01-14 20:00:00,2025-01-15 00:00:00,0 days 04:00:00,0.3736540688970985
4H,golden,psi,var_5,14,2025-01-15 08:00:00,2025-01-15 12:00:00,0 days 04:00:00,0.2649425840376648
4H,golden,psi,var_5,15,2025-01-15 16:00:00,2025-01-17 20:00:00,2 days 04:00:00,8.533855916196526
4H,golden,psi,var_5,16,2025-01-19 08:00:00,2025-01-19 12:00:00,0 days 04:00:00,0.26148879639199946
4H,golden,psi,var_5,17,2025-01-20 04:00:00,2025-01-20 08:00:00,0 days 04:00:00,0.2677356281798544
4H,golden,psi,var_5,18,2025-01-20 12:00:00,2025-01-20 16:00:00,0 days 04:00:00,0.29394819576420805
4H,golden,psi,var_6,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.22270197622038207
4H,golden,psi,var_6,2,2025-01-01 20:00:00,2025-01-02 00:00:00,0 days 04:00:00,0.24867733341371856
4H,golden,psi,var_6,3,2025-01-03 12:00:00,2025-01-03 16:00:00,0 days 04:00:00,0.26576518103908414
4H,golden,psi,var_6,4,2025-01-03 20:00:00,2025-01-04 00:00:00,0 days 04:00:00,0.32071588167979254
4H,golden,psi,var_6,5,2025-01-04 04:00:00,2025-01-04 08:00:00,0 days 04:00:00,0.3993195843469782
4H,golden,psi,var_6,6,2025-01-05 08:00:00,2025-01-05 12:00:00,0 days 04:00:00,0.4247002055708389
4H,golden,psi,var_6,7,2025-01-06 16:00:00,2025-01-07 00:00:00,0 days 08:00:00,0.32681754377389216
4H,golden,psi,var_6,8,2025-01-08 04:00:00,2025-01-08 08:00:00,0 days 04:00:00,0.3726321946700434
4H,golden,psi,var_6,9,2025-01-09 04:00:00,2025-01-09 08:00:00,0 days 04:00:00,0.24447825178671606
4H,golden,psi,var_6,10,2025-01-11 08:00:00,2025-01-13 12:00:00,2 days 04:00:00,4.2279201724095135
4H,golden,psi,var_6,11,2025-01-15 20:00:00,2025-01-16 00:00:00,0 days 04:00:00,0.20500683051651972
4H,golden,psi,var_6,12,2025-01-17 12:00:00,2025-01-19 16:00:00,2 days 04:00:00,2.2704484253148456
4H,golden,psi,var_6,13,2025-01-19 20:00:00,2025-01-20 04:00:00,0 days 08:00:00,1.4147811025755126
4H,golden,psi,var_6,14,2025-01-20 08:00:00,2025-01-20 12:00:00,0 days 04:00:00,0.2210263548806365
4H,golden,psi,var_7,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.22424929409037744
4H,golden,psi,var_7,2,2025-01-01 12:00:00,2025-01-01 16:00:00,0 days 04:00:00,0.2385995267158667
4H,golden,psi,var_7,3,2025-01-02 12:00:00,2025-01-04 16:00:00,2 days 04:00:00,7.705784286350961
4H,golden,psi,var_7,4,2025-01-04 20:00:00,2025-01-05 12:00:00,0 days 16:00:00,1.4015288333678602
4H,golden,psi,var_7,5,2025-01-05 16:00:00,2025-01-05 20:00:00,0 days 04:00:00,0.2879025359359465
4H,golden,psi,var_7,6,2025-01-06 00:00:00,2025-01-06 12:00:00,0 days 12:00:00,0.37246822139756686
4H,golden,psi,var_7,7,2025-01-06 16:00:00,2025-01-06 20:00:00,0 days 04:00:00,0.23508856319959567
4H,golden,psi,var_7,8,2025-01-08 00:00:00,2025-01-08 04:00:00,0 days 04:00:00,0.2630129206518834
4H,golden,psi,var_7,9,2025-01-08 12:00:00,2025-01-08 16:00:00,0 days 04:00:00,0.23944358644625416
4H,golden,psi,var_7,10,2025-01-09 20:00:00,2025-01-10 00:00:00,0 days 04:00:00,0.2735783603101796
4H,golden,psi,var_7,11,2025-01-10 08:00:00,2025-01-10 12:00:00,0 days 04:00:00,0.3216729091094954
4H,golden,psi,var_7,12,2025-01-11 08:00:00,2025-01-11 12:00:00,0 days 04:00:00,0.31132746779582143
4H,golden,psi,var_7,13,2025-01-12 00:00:00,2025-01-12 08:00:00,0 days 08:00:00,0.21551852663734947
4H,golden,psi,var_7,14,2025-01-13 00:00:00,2025-01-13 04:00:00,0 days 04:00:00,0.34466290695075297
4H,golden,psi,var_7,15,2025-01-13 08:00:00,2025-01-13 20:00:00,0 days 12:00:00,0.4390199044141184
4H,golden,psi,var_7,16,2025-01-14 00:00:00,2025-01-14 16:00:00,0 days 16:00:00,1.3659218806405562
4H,golden,psi,var_7,17,2025-01-15 00:00:00,2025-01-15 04:00:00,0 days 04:00:00,0.2347914870565422
4H,golden,psi,var_7,18,2025-01-15 12:00:00,2025-01-15 20:00:00,0 days 08:00:00,0.26311727446304484
4H,golden,psi,var_7,19,2025-01-16 00:00:00,2025-01-16 04:00:00,0 days 04:00:00,0.28265193677330647
4H,golden,psi,var_7,20,2025-01-16 08:00:00,2025-01-16 12:00:00,0 days 04:00:00,0.3428673743195775
4H,golden,psi,var_7,21,2025-01-16 16:00:00,2025-01-16 20:00:00,0 days 04:00:00,0.2880760329592678
4H,golden,psi,var_7,22,2025-01-18 08:00:00,2025-01-18 12:00:00,0 days 04:00:00,0.31089377804428764
4H,golden,psi,var_7,23,2025-01-19 08:00:00,2025-01-20 20:00:00,1 days 12:00:00,6.168901114249512
4H,golden,psi,var_8,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.40516788700873807
4H,golden,psi,var_8,2,2025-01-01 16:00:00,2025-01-01 20:00:00,0 days 04:00:00,0.5517716045508565
4H,golden,psi,var_8,3,2025-01-02 08:00:00,2025-01-02 16:00:00,0 days 08:00:00,0.29386841600369423
4H,golden,psi,var_8,4,2025-01-03 00:00:00,2025-01-03 12:00:00,0 days 12:00:00,1.1864228435198882
4H,golden,psi,var_8,5,2025-01-06 04:00:00,2025-01-06 08:00:00,0 days 04:00:00,0.36684076105070734
