window,strategy,metric,variable,episode_id,seg_start,seg_end,seg_length,stat_max,n_windows,matched_manual,auto_len_sec
36H,decay,wasserstein,var_10,1,2025-01-05 12:00:00,2025-01-20 12:00:00,15 days 00:00:00,3.7787932836149567,10,True,1296000.0
36H,decay,wasserstein,var_2,1,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,2.286555789652377,3,True,388800.0
36H,decay,wasserstein,var_3,1,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,2.3142380046387414,3,True,388800.0
36H,decay,wasserstein,var_4,1,2025-01-10 00:00:00,2025-01-20 12:00:00,10 days 12:00:00,5.737833169620566,7,True,907200.0
36H,decay,wasserstein,var_5,1,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,2.2253274594993706,3,True,388800.0
36H,decay,wasserstein,var_6,1,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,2.474524249922629,6,True,777600.0
36H,decay,wasserstein,var_7,1,2025-01-02 12:00:00,2025-01-07 00:00:00,4 days 12:00:00,1.030643190768139,3,True,388800.0
36H,decay,wasserstein,var_7,2,2025-01-13 00:00:00,2025-01-20 12:00:00,7 days 12:00:00,2.0737978176898686,5,True,648000.0
36H,decay,wasserstein,var_8,1,2025-01-14 12:00:00,2025-01-20 12:00:00,6 days 00:00:00,3.2192101181637245,4,True,518400.0
36H,decay,wasserstein,var_9,1,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,2.24314151065581,6,True,777600.0
36H,golden,ks,var_1,1,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,0.5655707234305105,2,True,259200.0
36H,golden,ks,var_1,2,2025-01-19 00:00:00,2025-01-20 12:00:00,1 days 12:00:00,0.6607550516736079,1,True,129600.0
36H,golden,ks,var_10,1,2025-01-05 12:00:00,2025-01-14 12:00:00,9 days 00:00:00,0.7314750115687182,6,True,777600.0
36H,golden,ks,var_10,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,0.47740243714329783,3,True,388800.0
36H,golden,ks,var_2,1,2025-01-16 00:00:00,2025-01-19 00:00:00,3 days 00:00:00,0.7499926731451488,2,True,259200.0
36H,golden,ks,var_3,1,2025-01-14 12:00:00,2025-01-20 12:00:00,6 days 00:00:00,0.5400312355391023,4,True,518400.0
36H,golden,ks,var_4,1,2025-01-11 12:00:00,2025-01-14 12:00:00,3 days 00:00:00,0.6472258213789912,2,True,259200.0
36H,golden,ks,var_4,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,0.951129106894956,3,True,388800.0
36H,golden,ks,var_5,1,2025-01-16 00:00:00,2025-01-17 12:00:00,1 days 12:00:00,0.9008564707697054,1,True,129600.0
36H,golden,ks,var_6,1,2025-01-11 12:00:00,2025-01-14 12:00:00,3 days 00:00:00,0.6168803023291686,2,True,259200.0
36H,golden,ks,var_6,2,2025-01-17 12:00:00,2025-01-20 12:00:00,3 days 00:00:00,0.5248565478944933,2,True,259200.0
36H,golden,ks,var_7,1,2025-01-02 12:00:00,2025-01-05 12:00:00,3 days 00:00:00,0.6856513188338732,2,True,259200.0
36H,golden,ks,var_7,2,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,0.5171529384544192,2,True,259200.0
36H,golden,ks,var_7,3,2025-01-19 00:00:00,2025-01-20 12:00:00,1 days 12:00:00,0.523211090544501,1,True,129600.0
36H,golden,ks,var_8,1,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,0.6203844670677156,3,True,388800.0
36H,golden,ks,var_9,1,2025-01-11 12:00:00,2025-01-16 00:00:00,4 days 12:00:00,0.375542187258985,3,True,388800.0
36H,golden,ks,var_9,2,2025-01-17 12:00:00,2025-01-20 12:00:00,3 days 00:00:00,0.394864260373284,2,True,259200.0
36H,golden,psi,var_1,1,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,1.671259858057896,2,True,259200.0
36H,golden,psi,var_1,2,2025-01-19 00:00:00,2025-01-20 12:00:00,1 days 12:00:00,2.359422147051597,1,True,129600.0
36H,golden,psi,var_10,1,2025-01-05 12:00:00,2025-01-14 12:00:00,9 days 00:00:00,4.940011480913178,6,True,777600.0
36H,golden,psi,var_10,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,1.4819034240541293,3,True,388800.0
36H,golden,psi,var_2,1,2025-01-16 00:00:00,2025-01-19 00:00:00,3 days 00:00:00,1.820473517911858,2,True,259200.0
36H,golden,psi,var_3,1,2025-01-14 12:00:00,2025-01-20 12:00:00,6 days 00:00:00,1.5556373482266215,4,True,518400.0
36H,golden,psi,var_4,1,2025-01-11 12:00:00,2025-01-14 12:00:00,3 days 00:00:00,3.41780695870704,2,True,259200.0
36H,golden,psi,var_4,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,3.520331059424993,3,True,388800.0
36H,golden,psi,var_5,1,2025-01-16 00:00:00,2025-01-17 12:00:00,1 days 12:00:00,7.3100805747102875,1,True,129600.0
36H,golden,psi,var_6,1,2025-01-11 12:00:00,2025-01-14 12:00:00,3 days 00:00:00,1.7788626512345074,2,True,259200.0
36H,golden,psi,var_6,2,2025-01-17 12:00:00,2025-01-20 12:00:00,3 days 00:00:00,1.4311743146235605,2,True,259200.0
36H,golden,psi,var_7,1,2025-01-02 12:00:00,2025-01-05 12:00:00,3 days 00:00:00,2.4518687129963697,2,True,259200.0
36H,golden,psi,var_7,2,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,1.5086715866272127,2,True,259200.0
36H,golden,psi,var_7,3,2025-01-19 00:00:00,2025-01-20 12:00:00,1 days 12:00:00,0.8731636273284771,1,True,129600.0
36H,golden,psi,var_8,1,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,2.459836769610405,3,True,388800.0
36H,golden,psi,var_9,1,2025-01-11 12:00:00,2025-01-14 12:00:00,3 days 00:00:00,0.9188506291622409,2,True,259200.0
36H,golden,psi,var_9,2,2025-01-17 12:00:00,2025-01-20 12:00:00,3 days 00:00:00,0.8358403312171154,2,True,259200.0
36H,golden,wasserstein,var_1,1,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,0.8869727302495745,2,True,259200.0
36H,golden,wasserstein,var_1,2,2025-01-19 00:00:00,2025-01-20 12:00:00,1 days 12:00:00,1.0516090498968467,1,True,129600.0
36H,golden,wasserstein,var_10,1,2025-01-05 12:00:00,2025-01-10 00:00:00,4 days 12:00:00,1.0160940804649148,3,True,388800.0
36H,golden,wasserstein,var_10,2,2025-01-11 12:00:00,2025-01-14 12:00:00,3 days 00:00:00,1.4233309765992792,2,True,259200.0
36H,golden,wasserstein,var_10,3,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,0.6915831670473598,3,True,388800.0
36H,golden,wasserstein,var_2,1,2025-01-16 00:00:00,2025-01-19 00:00:00,3 days 00:00:00,1.5808716433891694,2,True,259200.0
36H,golden,wasserstein,var_3,1,2025-01-14 12:00:00,2025-01-20 12:00:00,6 days 00:00:00,0.8012738921650837,4,True,518400.0
36H,golden,wasserstein,var_4,1,2025-01-11 12:00:00,2025-01-14 12:00:00,3 days 00:00:00,1.2583728723980396,2,True,259200.0
36H,golden,wasserstein,var_4,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,2.1379355802993762,3,True,388800.0
36H,golden,wasserstein,var_5,1,2025-01-16 00:00:00,2025-01-17 12:00:00,1 days 12:00:00,1.998918485533637,1,True,129600.0
36H,golden,wasserstein,var_6,1,2025-01-11 12:00:00,2025-01-14 12:00:00,3 days 00:00:00,1.0949683620004738,2,True,259200.0
36H,golden,wasserstein,var_6,2,2025-01-17 12:00:00,2025-01-20 12:00:00,3 days 00:00:00,0.7607961444058153,2,True,259200.0
36H,golden,wasserstein,var_7,1,2025-01-02 12:00:00,2025-01-05 12:00:00,3 days 00:00:00,1.0884774570681286,2,True,259200.0
36H,golden,wasserstein,var_7,2,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,0.6596526622371517,2,True,259200.0
36H,golden,wasserstein,var_7,3,2025-01-19 00:00:00,2025-01-20 12:00:00,1 days 12:00:00,0.9192017154236316,1,True,129600.0
36H,golden,wasserstein,var_8,1,2025-01-14 12:00:00,2025-01-20 12:00:00,6 days 00:00:00,1.4871060720216425,4,True,518400.0
36H,golden,wasserstein,var_9,1,2025-01-11 12:00:00,2025-01-16 00:00:00,4 days 12:00:00,0.57216119766868,3,True,388800.0
36H,golden,wasserstein,var_9,2,2025-01-17 12:00:00,2025-01-20 12:00:00,3 days 00:00:00,0.48506567354206676,2,True,259200.0
36H,seasonal,ks,var_1,1,2025-01-08 12:00:00,2025-01-10 00:00:00,1 days 12:00:00,0.20339349066790066,1,False,129600.0
36H,seasonal,ks,var_1,2,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,0.997686256362795,6,True,777600.0
36H,seasonal,ks,var_10,1,2025-01-05 12:00:00,2025-01-20 12:00:00,15 days 00:00:00,1.0,10,True,1296000.0
36H,seasonal,ks,var_2,1,2025-01-10 00:00:00,2025-01-13 00:00:00,3 days 00:00:00,0.45706463057226593,2,False,259200.0
36H,seasonal,ks,var_2,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,1.0,3,True,388800.0
36H,seasonal,ks,var_3,1,2025-01-07 00:00:00,2025-01-08 12:00:00,1 days 12:00:00,0.25580749652938456,1,False,129600.0
36H,seasonal,ks,var_3,2,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,0.9754666049668363,6,True,777600.0
36H,seasonal,ks,var_4,1,2025-01-07 00:00:00,2025-01-08 12:00:00,1 days 12:00:00,0.38073422798087303,1,False,129600.0
36H,seasonal,ks,var_4,2,2025-01-10 00:00:00,2025-01-20 12:00:00,10 days 12:00:00,1.0,7,True,907200.0
36H,seasonal,ks,var_5,1,2025-01-07 00:00:00,2025-01-13 00:00:00,6 days 00:00:00,0.36599568101187724,4,False,518400.0
36H,seasonal,ks,var_5,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,0.996760758907913,3,True,388800.0
36H,seasonal,ks,var_6,1,2025-01-07 00:00:00,2025-01-10 00:00:00,3 days 00:00:00,0.2914160111059695,2,False,259200.0
36H,seasonal,ks,var_6,2,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,0.9814861946629647,6,True,777600.0
36H,seasonal,ks,var_7,1,2025-01-02 12:00:00,2025-01-10 00:00:00,7 days 12:00:00,0.8643991979022058,5,True,648000.0
36H,seasonal,ks,var_7,2,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,0.96760758907913,6,True,777600.0
36H,seasonal,ks,var_8,1,2025-01-07 00:00:00,2025-01-08 12:00:00,1 days 12:00:00,0.2697362332253586,1,False,129600.0
36H,seasonal,ks,var_8,2,2025-01-11 12:00:00,2025-01-13 00:00:00,1 days 12:00:00,0.36677464136973625,1,False,129600.0
36H,seasonal,ks,var_8,3,2025-01-14 12:00:00,2025-01-20 12:00:00,6 days 00:00:00,0.999074502545118,4,True,518400.0
36H,seasonal,ks,var_9,1,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,0.9620391793922567,6,True,777600.0
36H,seasonal,psi,var_1,1,2025-01-13 00:00:00,2025-01-20 12:00:00,7 days 12:00:00,12.433835163691871,5,True,648000.0
36H,seasonal,psi,var_10,1,2025-01-05 12:00:00,2025-01-20 12:00:00,15 days 00:00:00,inf,10,True,1296000.0
36H,seasonal,psi,var_2,1,2025-01-10 00:00:00,2025-01-13 00:00:00,3 days 00:00:00,0.9662945255471128,2,False,259200.0
36H,seasonal,psi,var_2,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,inf,3,True,388800.0
36H,seasonal,psi,var_3,1,2025-01-07 00:00:00,2025-01-08 12:00:00,1 days 12:00:00,0.3484859868100851,1,False,129600.0
36H,seasonal,psi,var_3,2,2025-01-13 00:00:00,2025-01-20 12:00:00,7 days 12:00:00,12.433835163691871,5,True,648000.0
36H,seasonal,psi,var_4,1,2025-01-07 00:00:00,2025-01-08 12:00:00,1 days 12:00:00,0.3981013964177617,1,False,129600.0
36H,seasonal,psi,var_4,2,2025-01-10 00:00:00,2025-01-20 12:00:00,10 days 12:00:00,inf,7,True,907200.0
36H,seasonal,psi,var_5,1,2025-01-08 12:00:00,2025-01-11 12:00:00,3 days 00:00:00,0.6682407682393512,2,False,259200.0
36H,seasonal,psi,var_5,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,12.433835163691871,3,True,388800.0
36H,seasonal,psi,var_6,1,2025-01-07 00:00:00,2025-01-10 00:00:00,3 days 00:00:00,0.3911896110592682,2,False,259200.0
36H,seasonal,psi,var_6,2,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,10.13635570354825,6,True,777600.0
36H,seasonal,psi,var_7,1,2025-01-02 12:00:00,2025-01-08 12:00:00,6 days 00:00:00,3.892253461547641,4,True,518400.0
36H,seasonal,psi,var_7,2,2025-01-13 00:00:00,2025-01-20 12:00:00,7 days 12:00:00,10.16249254463533,5,True,648000.0
36H,seasonal,psi,var_8,1,2025-01-07 00:00:00,2025-01-08 12:00:00,1 days 12:00:00,0.365171249528257,1,False,129600.0
36H,seasonal,psi,var_8,2,2025-01-11 12:00:00,2025-01-14 12:00:00,3 days 00:00:00,0.6132690956367656,2,False,259200.0
36H,seasonal,psi,var_8,3,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,12.433835163691871,3,True,388800.0
36H,seasonal,psi,var_9,1,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,11.090128658311357,6,True,777600.0
36H,seasonal,wasserstein,var_1,1,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,3.134394913950067,6,True,777600.0
36H,seasonal,wasserstein,var_10,1,2025-01-05 12:00:00,2025-01-20 12:00:00,15 days 00:00:00,4.507324135545238,10,True,1296000.0
36H,seasonal,wasserstein,var_2,1,2025-01-10 00:00:00,2025-01-13 00:00:00,3 days 00:00:00,0.5015577872932546,2,False,259200.0
36H,seasonal,wasserstein,var_2,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,2.617937038796244,3,True,388800.0
36H,seasonal,wasserstein,var_3,1,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,2.4480694507918055,6,True,777600.0
36H,seasonal,wasserstein,var_4,1,2025-01-07 00:00:00,2025-01-08 12:00:00,1 days 12:00:00,0.4175990333707281,1,False,129600.0
36H,seasonal,wasserstein,var_4,2,2025-01-10 00:00:00,2025-01-20 12:00:00,10 days 12:00:00,6.118982810308584,7,True,907200.0
36H,seasonal,wasserstein,var_5,1,2025-01-08 12:00:00,2025-01-13 00:00:00,4 days 12:00:00,0.43588662897279906,3,False,388800.0
36H,seasonal,wasserstein,var_5,2,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,2.44346297270278,3,True,388800.0
36H,seasonal,wasserstein,var_6,1,2025-01-07 00:00:00,2025-01-08 12:00:00,1 days 12:00:00,0.33181009836847075,1,False,129600.0
36H,seasonal,wasserstein,var_6,2,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,2.3543019457894285,6,True,777600.0
36H,seasonal,wasserstein,var_7,1,2025-01-02 12:00:00,2025-01-08 12:00:00,6 days 00:00:00,1.3304883152753324,4,True,518400.0
36H,seasonal,wasserstein,var_7,2,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,2.4450136384982306,6,True,777600.0
36H,seasonal,wasserstein,var_8,1,2025-01-07 00:00:00,2025-01-08 12:00:00,1 days 12:00:00,0.2896009654650225,1,False,129600.0
36H,seasonal,wasserstein,var_8,2,2025-01-11 12:00:00,2025-01-13 00:00:00,1 days 12:00:00,0.39691859890354475,1,False,129600.0
36H,seasonal,wasserstein,var_8,3,2025-01-14 12:00:00,2025-01-20 12:00:00,6 days 00:00:00,3.4304873439326435,4,True,518400.0
36H,seasonal,wasserstein,var_9,1,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,2.3407761791924204,6,True,777600.0
48H,decay,ks,var_1,1,2025-01-13 00:00:00,2025-01-19 00:00:00,6 days 00:00:00,0.9249212013272581,3,True,518400.0
48H,decay,ks,var_10,1,2025-01-05 00:00:00,2025-01-19 00:00:00,14 days 00:00:00,0.9271193364811842,7,True,1209600.0
48H,decay,ks,var_2,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.9524435220211468,2,True,345600.0
48H,decay,ks,var_3,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.8617753980610612,2,True,345600.0
48H,decay,ks,var_4,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,0.8900777521066379,4,True,691200.0
48H,decay,ks,var_5,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.910804395300802,2,True,345600.0
48H,decay,ks,var_6,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,0.8763786576863584,4,True,691200.0
48H,decay,ks,var_7,1,2025-01-03 00:00:00,2025-01-07 00:00:00,4 days 00:00:00,0.627821412731976,2,False,345600.0
48H,decay,ks,var_7,2,2025-01-13 00:00:00,2025-01-19 00:00:00,6 days 00:00:00,0.8242264196781236,3,True,518400.0
48H,decay,ks,var_8,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.7875611057753761,2,True,345600.0
48H,decay,ks,var_9,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,0.7734888362228349,4,True,691200.0
48H,decay,psi,var_1,1,2025-01-13 00:00:00,2025-01-19 00:00:00,6 days 00:00:00,10.928622903598916,3,True,518400.0
48H,decay,psi,var_10,1,2025-01-07 00:00:00,2025-01-19 00:00:00,12 days 00:00:00,10.809594392697944,6,True,1036800.0
48H,decay,psi,var_2,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,11.060148618863508,2,True,345600.0
48H,decay,psi,var_3,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,5.444585741632288,2,True,345600.0
48H,decay,psi,var_4,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,11.426302155686516,4,True,691200.0
48H,decay,psi,var_5,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,11.674568947094489,2,True,345600.0
48H,decay,psi,var_6,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,9.910344959133209,4,True,691200.0
48H,decay,psi,var_7,1,2025-01-03 00:00:00,2025-01-09 00:00:00,6 days 00:00:00,2.674359950888733,3,False,518400.0
48H,decay,psi,var_7,2,2025-01-13 00:00:00,2025-01-19 00:00:00,6 days 00:00:00,7.220190631581497,3,True,518400.0
48H,decay,psi,var_8,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,5.92617525469286,2,True,345600.0
48H,decay,psi,var_9,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,8.072652395170413,4,True,691200.0
48H,decay,wasserstein,var_1,1,2025-01-13 00:00:00,2025-01-19 00:00:00,6 days 00:00:00,2.2414837107952605,3,True,518400.0
48H,decay,wasserstein,var_10,1,2025-01-05 00:00:00,2025-01-19 00:00:00,14 days 00:00:00,3.394305078591979,7,True,1209600.0
48H,decay,wasserstein,var_2,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,2.3465508987502766,2,True,345600.0
48H,decay,wasserstein,var_3,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,1.6843488592487599,2,True,345600.0
48H,decay,wasserstein,var_4,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,4.30480538434662,4,True,691200.0
48H,decay,wasserstein,var_5,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,2.249386661353343,2,True,345600.0
48H,decay,wasserstein,var_6,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,1.8603481098998955,4,True,691200.0
48H,decay,wasserstein,var_7,1,2025-01-03 00:00:00,2025-01-07 00:00:00,4 days 00:00:00,0.952450382662229,2,False,345600.0
48H,decay,wasserstein,var_7,2,2025-01-13 00:00:00,2025-01-19 00:00:00,6 days 00:00:00,1.4694420249900735,3,True,518400.0
48H,decay,wasserstein,var_8,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,1.61223137943892,2,True,345600.0
48H,decay,wasserstein,var_9,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,1.7328616473189946,4,True,691200.0
48H,golden,ks,var_1,1,2025-01-13 00:00:00,2025-01-17 00:00:00,4 days 00:00:00,0.501443943075321,2,True,345600.0
48H,golden,ks,var_10,1,2025-01-05 00:00:00,2025-01-15 00:00:00,10 days 00:00:00,0.7727585907670947,5,True,864000.0
48H,golden,ks,var_10,2,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,0.39532164757607313,1,True,172800.0
48H,golden,ks,var_2,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.6672121948397547,2,True,345600.0
48H,golden,ks,var_3,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.5739910910563462,2,True,345600.0
48H,golden,ks,var_4,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,0.7069715376605346,4,True,691200.0
48H,golden,ks,var_5,1,2025-01-15 00:00:00,2025-01-17 00:00:00,2 days 00:00:00,0.5319417447645494,1,True,172800.0
48H,golden,ks,var_6,1,2025-01-11 00:00:00,2025-01-15 00:00:00,4 days 00:00:00,0.4840960893208377,2,True,345600.0
48H,golden,ks,var_6,2,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,0.42318379035057274,1,True,172800.0
48H,golden,ks,var_7,1,2025-01-03 00:00:00,2025-01-05 00:00:00,2 days 00:00:00,0.5519926530139998,1,False,172800.0
48H,golden,ks,var_7,2,2025-01-13 00:00:00,2025-01-17 00:00:00,4 days 00:00:00,0.4342120791391878,2,True,345600.0
48H,golden,ks,var_8,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.5044504223070693,2,True,345600.0
48H,golden,ks,var_9,1,2025-01-11 00:00:00,2025-01-15 00:00:00,4 days 00:00:00,0.38273024412819623,2,True,345600.0
48H,golden,ks,var_9,2,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,0.35069680666435266,1,True,172800.0
48H,golden,psi,var_1,1,2025-01-13 00:00:00,2025-01-17 00:00:00,4 days 00:00:00,1.170902785970474,2,True,345600.0
48H,golden,psi,var_10,1,2025-01-07 00:00:00,2025-01-15 00:00:00,8 days 00:00:00,5.006233454538836,4,True,691200.0
48H,golden,psi,var_10,2,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,1.309058996260037,1,True,172800.0
48H,golden,psi,var_2,1,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,4.503171895252659,1,True,172800.0
48H,golden,psi,var_3,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,2.02715037957114,2,True,345600.0
48H,golden,psi,var_4,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,2.270958304180946,4,True,691200.0
48H,golden,psi,var_5,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.666149475809667,2,True,345600.0
48H,golden,psi,var_6,1,2025-01-11 00:00:00,2025-01-15 00:00:00,4 days 00:00:00,1.112223159396723,2,True,345600.0
48H,golden,psi,var_6,2,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,0.7634097596806786,1,True,172800.0
48H,golden,psi,var_7,1,2025-01-03 00:00:00,2025-01-07 00:00:00,4 days 00:00:00,2.173567116811654,2,False,345600.0
48H,golden,psi,var_7,2,2025-01-13 00:00:00,2025-01-17 00:00:00,4 days 00:00:00,0.7933146837792426,2,True,345600.0
48H,golden,psi,var_8,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.9441862630179165,2,True,345600.0
48H,golden,psi,var_9,1,2025-01-11 00:00:00,2025-01-15 00:00:00,4 days 00:00:00,0.8047047051835257,2,True,345600.0
48H,golden,psi,var_9,2,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,0.5520015679028466,1,True,172800.0
48H,golden,wasserstein,var_1,1,2025-01-13 00:00:00,2025-01-17 00:00:00,4 days 00:00:00,0.8847927775557509,2,True,345600.0
48H,golden,wasserstein,var_10,1,2025-01-05 00:00:00,2025-01-15 00:00:00,10 days 00:00:00,1.5310438610668111,5,True,864000.0
48H,golden,wasserstein,var_10,2,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,0.631626443714596,1,True,172800.0
48H,golden,wasserstein,var_2,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,1.312465122112771,2,True,345600.0
48H,golden,wasserstein,var_3,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.9442126133975342,2,True,345600.0
48H,golden,wasserstein,var_4,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,1.6143325380541678,4,True,691200.0
48H,golden,wasserstein,var_5,1,2025-01-15 00:00:00,2025-01-17 00:00:00,2 days 00:00:00,1.1832039146195137,1,True,172800.0
48H,golden,wasserstein,var_6,1,2025-01-11 00:00:00,2025-01-15 00:00:00,4 days 00:00:00,0.8293737465004745,2,True,345600.0
48H,golden,wasserstein,var_6,2,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,0.5972582066606715,1,True,172800.0
48H,golden,wasserstein,var_7,1,2025-01-03 00:00:00,2025-01-05 00:00:00,2 days 00:00:00,0.8528438356073746,1,False,172800.0
48H,golden,wasserstein,var_7,2,2025-01-13 00:00:00,2025-01-17 00:00:00,4 days 00:00:00,0.6239868591337563,2,True,345600.0
48H,golden,wasserstein,var_8,1,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.7525357748361823,2,True,345600.0
48H,golden,wasserstein,var_9,1,2025-01-11 00:00:00,2025-01-15 00:00:00,4 days 00:00:00,0.5139963242828797,2,True,345600.0
48H,golden,wasserstein,var_9,2,2025-01-17 00:00:00,2025-01-19 00:00:00,2 days 00:00:00,0.4332604940929989,1,True,172800.0
48H,seasonal,ks,var_1,1,2025-01-11 00:00:00,2025-01-19 00:00:00,8 days 00:00:00,0.9972231863936133,4,True,691200.0
48H,seasonal,ks,var_10,1,2025-01-05 00:00:00,2025-01-19 00:00:00,14 days 00:00:00,1.0,7,True,1209600.0
48H,seasonal,ks,var_2,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.20628254078444985,1,False,172800.0
48H,seasonal,ks,var_2,2,2025-01-11 00:00:00,2025-01-13 00:00:00,2 days 00:00:00,0.46987735739905123,1,False,172800.0
48H,seasonal,ks,var_2,3,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.9871543445562884,2,True,345600.0
48H,seasonal,ks,var_3,1,2025-01-07 00:00:00,2025-01-13 00:00:00,6 days 00:00:00,0.29386786995256275,3,False,518400.0
48H,seasonal,ks,var_3,2,2025-01-15 00:00:00,2025-01-19 00:00:00,4 days 00:00:00,0.8337122526900382,2,True,345600.0
